Inventory : Ad Unit Summary,,,,,,,,,
NOTE: This Report Includes Real Time Data.,,,,,,,,,
Report Inputs:,,,,,,,,,
Start Date:,,2017-06-05,,,,,,,
End Date:,,2017-06-05,,,,,,,
Sites Selected:,,None Selected (default to all applicable values).,,,,,,,
Ad Unit Sizes Selected:,,None Selected (default to all applicable values).,,,,,,,
 ,,,,,,,,,
Report Data:,,,,,,,,,
Site Name,Site ID,Ad Unit,Ad Unit ID,Currency,Ad Requests,Billable Impressions Delivered,Revenue,eCPM,Fill Rate (%)
100082_28200696_Mobile (pillowthought.com),537082647,100082_ATF_300x250_28200696_1M,537107831,USD,19,5,0.001727,0.345400,26.315789
100874_28200696_Mobile (www.thecottagemama.com),537184692,100874_ATF_300x250_28200696_1M,537394213,USD,75,21,0.008597,0.409380,28.000000
100309_28200696_Mobile (www.beyerbeware.net),537126379,100309_MBL_300x250_28200696_1M,537638927,USD,"3,859",804,0.338442,0.420947,20.834413
100720_28200696_Web (www.layersofhappiness.com),537175125,100720_BTF_728x90_28200696_1W,538210125,USD,325,149,0.077296,0.518765,45.846153
101913_28200696_Web (www.thepinterestedparent.com),537316940,101913_ATF_728x90_28200696_2W,538767469,USD,384,238,0.147966,0.621705,61.979166
100833_28200696_Web (www.desingimprovised.com),537187980,100833_USINT_ATF_300x250_28200696_1W,537981345,USD,97,52,0.018210,0.350192,53.608247
101181_28200696_Web (www.hbculifestyle.com),537203283,101181_BTF_300x250_28200696_1W,538029146,USD,3,1,0.000854,0.854000,33.333333
100886_28200696_Web (www.journeyofparenthood.com),537184716,100886_BTF_728x90_28200696_1W,538584948,USD,3,0,0.000000,0.000000,0.000000
100067_28200696_Mobile (simpleasthatblog.com),537079907,100067_MBL_300x250_2820069_1RW1 (simpleasthatblog.com),537281571,USD,"6,774","2,229",0.490605,0.220100,32.905225
100551_28200696_Web (www.onelittleproject.com),537190764,100551_ATF_728x90_28200696_1W,537795637,USD,357,87,0.037838,0.434919,24.369747
100474_28200696_Web (www.amittenfullofsavings.com),537144412,100474_ATF_300x250_28200696_1W,537235829,USD,72,16,0.009054,0.565875,22.222222
100888_28200696_Web (www.thebensonstreet.com),537184720,100888_BTF_300x250_28200696_4W,537394584,USD,41,19,0.009220,0.485263,46.341463
100726_28200696_Mobile (www.lovelyetc.com),537175133,100726_ATF_300x250_28200696_1M,537303927,USD,1,1,0.000821,0.821000,100.000000
100886_28200696_Web (www.journeyofparenthood.com),537184716,100886_BTF_300x250_28200696_2W,537394486,USD,5,0,0.000000,0.000000,0.000000
100003_28200696_Mobile (myrecipemagic.com),536872615,100003_ATF_728x90_28200696_1MBL (myrecipemagic.com),536879421,USD,"2,072",892,0.329967,0.369918,43.050193
100463_28200696_Mobile (www.howto-simplify.com),537142611,100463_TBL_300x250_28200696_1M,537965270,USD,25,12,0.007231,0.602583,48.000000
100865_28200696_Mobile (www.thrivinghomeblog.com),537184404,100865_MBL_300x250_28200696_1M,537650022,USD,"1,047",391,0.157399,0.402554,37.344794
101058_28200696_Web (www.simplyfrugal.ca),537191825,101058_BTF_300x250_28200696_2W,537936889,USD,84,43,0.018970,0.441162,51.190476
101750_28200696_Web (www.homestead-and-survival.com),537294569,101750_BTF_300x250_28200696_3W,538627311,USD,825,118,0.069478,0.588796,14.303030
101086_28200696_Mobile (www.thestay-at-home-momsurvivalguide.com),537193786,101086_BTF_300x250_28200696_4M,537973059,USD,187,83,0.055073,0.663530,44.385026
101681_28200696_Web (www.howtomakeaburlapwreath.com),537289234,101681_BTF_300x250_28200696_3W,538595227,USD,32,7,0.003512,0.501714,21.875000
100060_28200696_Mobile (lovegrowswild.com),537075883,100060_MBL_300x250_28200696_2MADS,538047796,USD,11,3,0.001462,0.487333,27.272727
101322_28200696_Web (www.lemonsqueezyhome.com),537232626,101322_ATF_300x250_28200696_1W,538199697,USD,70,12,0.007190,0.599166,17.142857
100769_28200696_Web (www.theinscribermag.com),537294896,100769_ATF_728x90_28200696_1W,538629237,USD,26,0,0.000000,0.000000,0.000000
100769_28200696_Web (www.theinscribermag.com),537294896,100769_BTF_300x250_28200696_2W,538629239,USD,448,194,0.120883,0.623108,43.303571
100776_28200696_Mobile (www.brunchtimebaker.com),537179143,100776_MBL_300x250_28200696_1M,537973528,USD,"12,084","3,025",0.948058,0.313407,25.033101
100835_28200696_Mobile (www.amandalinettemeder.com),537183353,100835_BTF_300x250_28200696_5M,537967279,USD,"1,381",427,0.150320,0.352037,30.919623
101962_28200696_Web (www.insidethemagic.net),538975399,101962_BTF_160x600_28200696_1W,538975440,USD,17,17,0.010822,0.636588,100.000000
100805_28200696_Web (www.believeforbritton.blogspot.com),537182496,100805_BTF_300x250_28200696_3W,537967722,USD,2,0,0.000000,0.000000,0.000000
101120_28200696_Web (www.loveoffamilyandhome.net),537197098,101120_BTF_300x250_28200696_3W,537992678,USD,373,294,0.162627,0.553153,78.820375
700597_28200696_Web (www.junquecottage.com),537291109,700597_BTF_300x250_28200696_2W,538605161,USD,24,15,0.007388,0.492533,62.500000
100198_28200696_Mobile (www.sewlikemymom.com),537112140,100198_MBL_300x250_28200696_1M,537989020,USD,291,55,0.021991,0.399836,18.900343
000000_28200696_Mobile,537124300,000001_MBL_300x250_28200696_1,537210359,USD,"1,258",153,0.038253,0.250019,12.162162
101571_28200696_Web (www.au-di-tions.com),537270763,101571_BTF_300x250_28200696_2W,538471742,USD,36,5,0.002000,0.400000,13.888888
101872_28200696_Mobile (www.adoubledose.com),537309576,101872_TBL_300x250_28200696_1M,538727075,USD,8,4,0.001600,0.400000,50.000000
100629_28200696_Web (www.momstestkitchen.com),537157203,100629_BTF_300x250_28200696_4W,537265340,USD,22,9,0.006899,0.766555,40.909090
100877_28200696_Mobile (www.thismamaloves.com),537184698,100877_BTF_300x250_28200696_2M,537394303,USD,133,24,0.008856,0.369000,18.045112
101269_28200696_Web (www.theadoptionmagazine.com),537220263,101269_ATF_300x250_28200696_1W,538120904,USD,2,1,0.000458,0.458000,50.000000
100880_28200696_Web (www.creatingandco.com),537184704,100880_BTF_300x250_28200696_3W,537394365,USD,11,4,0.002514,0.628500,36.363636
101319_28200696_Web (www.eyesonheaven.net),537232419,101319_ATF_300x250_28200696_1W,538197834,USD,1,1,0.000400,0.400000,100.000000
101038_28200696_Web (www.vintagevinylnews.com),537190528,101038_BTF_300x250_28200696_1W,537736677,USD,224,88,0.047957,0.544965,39.285714
100702_28200696_Web (www.alifeinbalance.net),537174149,100702_ATF_300x250_28200696_1W,537301367,USD,4,0,0.000000,0.000000,0.000000
101281_28200696_Web (www.makeitcrochet.com),537223868,101281_BTF_728x90_28200696_2W,538144890,USD,304,133,0.067229,0.505481,43.750000
101811_28200696_Web (www.hancinema.net),537301360,101811_BTF_300x250_28200696_2W,538666064,USD,3,0,0.000000,0.000000,0.000000
100529_28200696_Mobile (www.foodstorageandsurvival.com),537149514,100529_BTF_300x250_28200696_1M,537245768,USD,25,11,0.005876,0.534181,44.000000
100849_28200696_Web (www.reallyareyouserious.com),537183977,100849_ATF_300x250_28200696_1W,537366243,USD,4,0,0.000000,0.000000,0.000000
101619_28200696_Web (www.nhltraderumors.me),537277140,101619_ATF_300x250_28200696_1W,538514320,USD,252,58,0.047876,0.825448,23.015873
100452_28200696_Mobile (www.cleverhousewife.com),537142610,100452_ATF_300x250_28200696_1M,537231876,USD,219,72,0.044422,0.616972,32.876712
101549_28200696_Web (www.elizaellis.blogspot.com.au),537266650,101549_BTF_300x250_28200696_1W,538448142,USD,2,0,0.000000,0.000000,0.000000
100061_28200696_Web (sullengers.com),537082606,100061_BTF_728X90_28200696_1w (Sullengers.com),537107795,USD,16,10,0.005093,0.509300,62.500000
101655_28200696_Web (www.menshairstylestoday.com),537309226,101655_ATF_728x90_28200696_1W,538714303,USD,199,7,0.003552,0.507428,3.517587
101811_28200696_Web (www.hancinema.net),537301360,101811_ATF_300x250_28200696_1W,538666060,USD,2,0,0.000000,0.000000,0.000000
100452_28200696_Mobile (www.cleverhousewife.com),537142610,100452_MBL_300x250_28200696_1M,537409929,USD,823,223,0.162005,0.726479,27.095990
100712_28200696_Mobile (www.lovinourchaos.com),537174727,100712_BTF_300x250_28200696_3M,537302465,USD,1,0,0.000000,0.000000,0.000000
100908_28200696_Mobile (www.manusmenu.com),537185341,100908_MBL_300x250_28200696_1M,538655903,USD,16,0,0.000000,0.000000,0.000000
101016_28200696_Mobile (www.kidsonaplane.com),537189898,101016_BTF_300x250_28200696_1M,537672215,USD,1,1,0.000299,0.299000,100.000000
101122_28200696_Web (www.pneumaticaddict.com),537197306,101122_BTF_300x250_28200696_1W,537993836,USD,4,1,0.000490,0.490000,25.000000
100629_28200696_Web (www.momstestkitchen.com),537157203,100629_BTF_300x250_28200696_3W,537265338,USD,1,0,0.000000,0.000000,0.000000
100791_28200696_Mobile (www.thriftytstreasures.com),537180004,100791_ATF_300x250_28200696_1M,537328752,USD,255,51,0.033581,0.658450,20.000000
101580_28200696_Web (www.sub5zero.com),537271479,101580_ATF_728x90_28200696_1W,538477475,USD,69,10,0.004814,0.481400,14.492753
100723_28200696_Web (www.apple-of-my-eye.com),537195160,100723_BTF_300x600_28200696_1W,538734142,USD,15,8,0.003528,0.441000,53.333333
100760_28200696_Web (www.titicrafty.com),537177635,100760_BTF_300x250_28200696_2W,537314990,USD,23,1,0.000289,0.289000,4.347826
100640_28200696_Web (www.onetimethrough.com),537161540,100640_ATF_300x250_28200696_1W,537273675,USD,117,47,0.024635,0.524148,40.170940
100854_28200696_Web (www.diyfunideas.com),537203084,100854_BTF_300x250_28200696_2W,538028203,USD,24,10,0.003581,0.358100,41.666666
101084_28200696_Web (www.cultofmoney.com),537193461,101084_ATF_300x250_28200696_1W,537971586,USD,9,6,0.003728,0.621333,66.666666
101064_28200696_Web (www.fourplusanangel.com),537191837,101064_BTF_300x250_28200696_1W,537937392,USD,13,6,0.003370,0.561666,46.153846
100178_28200696_Mobile (www.momsneedtoknow.com),537106760,100178_ATF_300x250_28200696_1M,537147849,USD,5,1,0.000450,0.450000,20.000000
101921_28200696_Web (www.busyinbrooklyn.com),537318795,101921_ATF_300x250_28200696_1W,538778651,USD,203,58,0.033809,0.582913,28.571428
100298_28200696_Web (www.sergerpepper.com),537124525,100298_BTF_300x250_28200696_2W,537192536,USD,45,1,0.000349,0.349000,2.222222
100339_28200696_Web (www.girllovesglam.com),537131405,100339_BTF_300x250_28200696_1W,537203747,USD,44,3,0.001556,0.518666,6.818181
700597_28200696_Mobile (www.junquecottage.com),537291110,700597_TBL_300x250_28200696_1M,538605157,USD,2,0,0.000000,0.000000,0.000000
100719_28200696_Mobile (www.cornerstoneconfessions.com),537175122,100719_BTF_300x250_28200696_3M,537303867,USD,323,43,0.017899,0.416255,13.312693
101259_28200696_Web (www.onlinefanatic.com),537217638,101259_BTF_728x90_28200696_1W,538101737,USD,"25,943","4,726",2.023911,0.428250,18.216860
100744_28200696_Web (www.ablossominglife.com),537176860,100744_BTF_300x250_28200696_2W,537313616,USD,8,0,0.000000,0.000000,0.000000
101109_28200696_Web (www.sewcanshe.com),537195589,101109_BTF_728x90_28200696_1W,537982959,USD,131,22,0.013360,0.607272,16.793893
100265_28200696_Web (www.BeyondBlackWhite.com),537121500,100265_BTF_300x250_28200696_4W,537185796,USD,4,0,0.000000,0.000000,0.000000
100558_28200696_Mobile (www.viewfromthefridge.com),537152052,100558_BTF_300x250_28200696_2M,537251125,USD,181,41,0.022606,0.551365,22.651933
101331_28200696_Web (www.ilslearningcorner.com),537233646,101331_BTF_300x250_28200696_2W,538207792,USD,161,51,0.023499,0.460764,31.677018
100242_28200696_Web (www.frysauceandgrits.com),537117392,100242_ATF_728x90_28200696_1W,537178240,USD,24,6,0.002775,0.462500,25.000000
100717_28200696_Mobile (www.myjoyfilledlife.com),537174737,100717_ATF_728x90_28200696_1M,537302546,USD,41,7,0.004231,0.604428,17.073170
100735_28200696_Mobile (www.findingsilverpennies.com),537175157,100735_BTF_300x250_28200696_4M,537304152,USD,79,18,0.006022,0.334555,22.784810
101884_28200696_Web (www.aplaceforpitbulls.com),537311456,101884_BTF_300x250_28200696_1W,538737445,USD,"1,183",375,0.203274,0.542064,31.699070
101240_28200696_Web (www.HoneysQuilling.com),537212242,101240_BTF_300x250_28200696_4W,538076662,USD,65,31,0.015282,0.492967,47.692307
100306_28200696_Mobile (www.shwinandshwin.com),537126374,100306_BTF_300x250_28200696_1M,537196052,USD,38,8,0.002527,0.315875,21.052631
100888_28200696_Web (www.thebensonstreet.com),537184720,100888_BTF_728x90_28200696_1W,538603239,USD,31,18,0.009346,0.519222,58.064516
100735_28200696_Web (www.findingsilverpennies.com),537175156,100735_BTF_300x250_28200696_3W,537304149,USD,119,26,0.010534,0.405153,21.848739
100849_28200696_Mobile (www.reallyareyouserious.com),537183976,100849_BTF_300x250_28200696_4M,537366252,USD,5,1,0.000400,0.400000,20.000000
101320_28200696_Web (www.peekaboopages.com),537232421,101320_BTF_300x250_28200696_3W,538197860,USD,2,0,0.000000,0.000000,0.000000
100735_28200696_Mobile (www.findingsilverpennies.com),537175157,100735_TBL_300x250_28200696_1M,537391181,USD,34,13,0.004593,0.353307,38.235294
101868_28200696_Web (www.industrystandarddesign.com),537309543,101868_BTF_300x250_28200696_3W,538718174,USD,"5,279",808,0.424214,0.525017,15.305929
100335_28200696_Web (www.diaryofarecipecollector.com),537130021,100335_BTF_300x250_28200696_2W,537282384,USD,52,18,0.007806,0.433666,34.615384
100172_28200696_Web (www.momitforward.com),537104729,100172_BTF_728x90_28200696_1W,537144311,USD,35,9,0.005144,0.571555,25.714285
101341_28200696_Web (www.gameofwarrealtips.com),537292131,101341_BTF_300x250_28200696_1W,538612940,USD,0,0,0.000000,0.000000,0.000000
100562_28200696_Mobile (www.larkscountryheart.com),537152061,100562_ATF_728x90_28200696_1M,537251190,USD,5,3,0.001301,0.433666,60.000000
100010_28200696_Web (Tone-And-Tighten.com),536872441,100010_BTF_300x250_28200696_2W (tone-and-tighten.com),536879389,USD,700,315,0.140821,0.447050,45.000000
100529_28200696_Web (www.foodstorageandsurvival.com),537149513,100529_BTF_300x250_28200696_3W,537245771,USD,42,16,0.007417,0.463562,38.095238
100752_28200696_Web (www.lifewithlevi.com),537176865,100752_BTF_300x250_28200696_1W,537314617,USD,4,1,0.000400,0.400000,25.000000
100162_28200696_Web (www.mericherry.com),537100573,100162_ATF_728x90_28200696_1W,537137538,USD,112,56,0.021181,0.378232,50.000000
100501_28200696_Web (www.thesassyslowcooker.com),537147344,100501_BTF_300x250_28200696_3W,537241092,USD,70,44,0.023137,0.525840,62.857142
100493_28200696_Mobile (www.ourthriftyideas.com),537144563,100493_ATF_300x250_28200696_1M,537235952,USD,90,22,0.014054,0.638818,24.444444
100849_28200696_Mobile (www.reallyareyouserious.com),537183976,100849_ATF_300x250_28200696_1M,537366244,USD,2,0,0.000000,0.000000,0.000000
101025_28200696_Mobile (www.appunwrapper.com),537189912,101025_BTF_160x600_28200696_1M,537679083,USD,6,0,0.000000,0.000000,0.000000
100150_28200696_Mobile (www.overtimecook.com),537100560,100150_BTF_300x250_28200696_2M,537137448,USD,19,5,0.001724,0.344800,26.315789
100042_28200696_Mobile (graceandgoodeats.com),537070783,100042_BTF_300x250_28200696_2m (sweetbellaroos.com),537088697,USD,1,0,0.000000,0.000000,0.000000
101913_28200696_Web (www.thepinterestedparent.com),537316940,101913_ATF_728x90_28200696_1W,538767468,USD,157,72,0.046951,0.652097,45.859872
101223_28200696_Web (www.homeschoolshare.com),537207499,101223_ATF_728x90_28200696_1W,538054233,USD,676,232,0.110972,0.478327,34.319526
101026_28200696_Mobile (www.sprinklebakes.com),537189914,101026_ATF_300x250_28200696_1M,537679107,USD,76,18,0.004951,0.275055,23.684210
100008_28200696_Web (kristendukephotography.com),537066499,100008_BTF_728x90_28200696_1w,537078690,USD,1,0,0.000000,0.000000,0.000000
100198_28200696_Mobile (www.sewlikemymom.com),537112140,100198_TBL_300x250_28200696_1M,537989021,USD,263,67,0.026619,0.397298,25.475285
101016_28200696_Web (www.kidsonaplane.com),537189899,101016_BTF_728x90_28200696_2W,538428891,USD,292,185,0.102182,0.552335,63.356164
100208_28200696_Web (www.bargainbriana.com),537113159,100208_BTF_300x250_28200696_3W,538600453,USD,0,0,0.000000,0.000000,0.000000
101109_28200696_Web (www.sewcanshe.com),537195589,101109_BTF_300x250_28200696_1W,537982953,USD,150,40,0.018113,0.452825,26.666666
100584_28200696_Mobile (www.luvabargain.com),537153466,100584_BTF_300x250_28200696_3M,537254177,USD,28,7,0.003223,0.460428,25.000000
100945_28200696_Web (www.thebakerupstairs.com),537187847,100945_BTF_300x250_28200696_4W,537572471,USD,5,0,0.000000,0.000000,0.000000
100225_28200696_Mobile (www.sistersshoppingonashoestring.com),537115295,100225_BTF_300x600_28200696_1M,537173875,USD,2,2,0.001699,0.849500,100.000000
101933_28200696_Web (www.realityblurred.com),537322765,101933_BTF_300x250_28200696_2WADS,538805781,USD,113,36,0.011754,0.326500,31.858407
RIV10015_28200696_Web (www.create-enjoy.com),537278147,RIV10015_BTF_160x600_28200696_1W,538520994,USD,220,76,0.045955,0.604671,34.545454
101042_28200696_Web (www.passrider.com),537190701,101042_BTF_300x250_28200696_3W,537768844,USD,427,75,0.052315,0.697533,17.564402
100452_28200696_Mobile (www.cleverhousewife.com),537142610,100452_BTF_300x250_28200696_3M,538022224,USD,312,121,0.074716,0.617487,38.782051
101955_28200696_Web (www.OrlandoWeekly.com),538939193,101955_BTF_300x250_28200696_2W,538939211,USD,2,0,0.000000,0.000000,0.000000
100920_28200696_Mobile (www.hairbuddha.net),537185485,100920_MBL_300x250_28200696_1M,537638959,USD,"8,234",828,0.382789,0.462305,10.055865
101333_28200696_Web (www.thefitfork.com),537233650,101333_BTF_300x250_28200696_5W,538584121,USD,60,38,0.022448,0.590736,63.333333
101040_28200696_Web (www.bloggerbabes.com),537190706,101040_BTF_300x250_28200696_4W,537768760,USD,3,0,0.000000,0.000000,0.000000
100355_28200696_Web (www.mesewcrazy.com),537132294,100355_BTF_728x90_28200696_2W,538705266,USD,431,98,0.056723,0.578806,22.737819
101190_28200696_Web (www.lifeofasouthernmom.com),537203299,101190_BTF_300x250_28200696_6W,538702186,USD,8,3,0.001216,0.405333,37.500000
101211_28200696_Web (www.mariahspleasingplates.com),537206502,101211_BTF_728x90_28200696_1W,538048188,USD,127,58,0.035483,0.611775,45.669291
101339_28200696_Web (www.beathem.org),537234922,101339_ATF_728x90_28200696_1W,538217579,USD,66,21,0.012693,0.604428,31.818181
100769_28200696_Web (www.theinscribermag.com),537294896,100769_BTF_728x90_28200696_1W,538629241,USD,26,0,0.000000,0.000000,0.000000
101131_28200696_Mobile (www.flourishingfoodie.com),537197955,101131_ATF_300x250_28200696_1M,537997363,USD,117,19,0.016230,0.854210,16.239316
100086_28200696_Web (www.moneysavingqueen.com),537085259,100086_BTF_728x90_28200696_1W,537112156,USD,22,10,0.004896,0.489600,45.454545
101005_28200696_Web (www.itsafabulouslife.com),537188926,101005_ATF_728x90_28200696_1W,537625351,USD,16,4,0.001722,0.430500,25.000000
101511_28200696_Web (www.thesiliconjournal.com),537261359,101511_ATF_728x90_28200696_1W,538410296,USD,8,6,0.002477,0.412833,75.000000
101932_28200696_Web (www.jonesaroundtheworld.com),537322763,101932_BTF_300x250_28200696_2W,538805733,USD,"1,473",170,0.095599,0.562347,11.541072
101715_28200696_Web (www.ListLand.com),537291305,101715_ATF_728x90_28200696_2W,538606224,USD,795,176,0.090909,0.516528,22.138364
100985_28200696_Web (www.udupi-recipes.com),537275870,100985_BTF_300x250_28200696_1W,538505236,USD,444,14,0.005521,0.394357,3.153153
100242_28200696_Web (www.frysauceandgrits.com),537117392,100242_BTF_300x250_28200696_1W,537178248,USD,17,5,0.002004,0.400800,29.411764
100782_28200696_Web (www.mumsmakelists.com),537179163,100782_ATF_300x250_28200696_1W,537318877,USD,250,50,0.022558,0.451160,20.000000
101542_28200696_Web (www.yummytummyaarthi.com),537265408,101542_BTF_300x250_28200696_1W,538439302,USD,"1,526",0,0.000000,0.000000,0.000000
100833_28200696_Web (www.desingimprovised.com),537187980,100833_USINT_BTF_300x250_28200696_4W,537583317,USD,108,62,0.023940,0.386129,57.407407
100927_28200696_Mobile (www.pinoyrecipe.net),537185954,100927_BTF_300x250_28200696_1M,537465842,USD,267,12,0.003270,0.272500,4.494382
000002_28200696_web,537140147,000002_BTF_300x250_28200696_1W-DFP,537227699,USD,"110,534","10,855",3.419644,0.315029,9.820507
101710_28200696_Web (www.blogchef.net),537290852,101710_BTF_300x250_28200696_1W,538603852,USD,109,1,0.000632,0.632000,0.917431
101393_28200696_Web (www.naivecookcooks.com),537244473,101393_BTF_300x250_28200696_4W,538278688,USD,97,35,0.017318,0.494800,36.082474
100264_28200696_Web (www.apronstringsblog.com),537121499,100264_ATF_728x90_28200696_1W,538798369,USD,2,1,0.000400,0.400000,50.000000
101538_28200696_Web (www.littlebitsofeverything.com),537264631,101538_ATF_300x250_28200696_1W,538433974,USD,1,0,0.000000,0.000000,0.000000
100776_28200696_Mobile (www.brunchtimebaker.com),537179143,100776_TBL_300x250_28200696_1M,537973529,USD,"1,842",471,0.144636,0.307082,25.570032
100086_28200696_Mobile (www.moneysavingqueen.com),537085257,100086_ATF_300x250_28200696_1M,537112152,USD,1,1,0.000450,0.450000,100.000000
100808_28200696_Web (www.honestmom.com),537182519,100808_ATF_728x90_28200696_1W,537345554,USD,10,4,0.002387,0.596750,40.000000
000002_28200696_mobile,537140155,000002_MBL_300x250_28200696_1M-TBN,537227714,USD,"1,367",73,0.030478,0.417506,5.340160
101029_28200696_Web (www.lord-still-loves-me.com),537190196,101029_ATF_300x250_28200696_1W,537715872,USD,60,27,0.012018,0.445111,45.000000
101197_28200696_Web (www.homemadeforelle.com),537205034,101197_BTF_300x250_28200696_2W,538037308,USD,96,35,0.017404,0.497257,36.458333
100723_28200696_Mobile (www.apple-of-my-eye.com),537195161,100723_MBL_300x250_28200696_1M,537980378,USD,182,76,0.036354,0.478342,41.758241
100126_28200696_Web (www.simplygloria.com),537110238,100126_BTF_728x90_28200696_1W,537153618,USD,53,25,0.014987,0.599480,47.169811
100717_28200696_Mobile (www.myjoyfilledlife.com),537174737,100717_ATF_300x250_28200696_1M,537302561,USD,375,101,0.058841,0.582584,26.933333
101328_28200696_Web (www.pandpkitchen.com),537233289,101328_BTF_300x250_28200696_1W,538205330,USD,46,23,0.010583,0.460130,50.000000
100172_28200696_Mobile (www.momitforward.com),537104728,100172_BTF_300x250_28200696_2M,537144295,USD,3,0,0.000000,0.000000,0.000000
100210_28200696_Web (www.houstononthecheap.com),537113163,100210_BTF_300x250_28200696_5W,538188866,USD,1,0,0.000000,0.000000,0.000000
101149_28200696_Mobile (www.morenascorner.com),537199899,101149_BTF_300x250_28200696_2M,538008442,USD,2,1,0.000476,0.476000,50.000000
100485_28200696_Web (www.eat-drink-love.com),537144546,100485_BTF_728x90_28200696_1W,538675882,USD,83,31,0.020530,0.662258,37.349397
100430_28200696_Mobile (www.733blog.com),537142598,100430_MBL_300x250_28200696_1M,538057166,USD,455,124,0.068848,0.555225,27.252747
100876_28200696_Mobile (www.whilehewasnapping.com),537184696,100876_ATF_728x90_28200696_1M,537394290,USD,1,0,0.000000,0.000000,0.000000
101953_28200696_Web (www.dailyjelly.com),538922074,101953_BTF_300x250_28200696_1WADS,538922079,USD,23,3,0.000637,0.212333,13.043478
101522_28200696_Mobile (www.icecreaminspiration.com),537262586,101522_MBL_300x250_28200696_1M,538417991,USD,208,24,0.011100,0.462500,11.538461
700285_28200696_Web (www.delishdlites.com),537262794,700285_BTF_300x250_28200696_1W,538625624,USD,487,228,0.148982,0.653429,46.817248
100874_28200696_Mobile (www.thecottagemama.com),537184692,100874_MBL_300x250_28200696_1M,538199711,USD,552,247,0.088781,0.359437,44.746376
100235_28200696_Web (www.icandy-handmade.com),537116561,100235_ATF_728x90_28200696_1W,537176207,USD,87,6,0.003317,0.552833,6.896551
100835_28200696_Web (www.amandalinettemeder.com),537183352,100835_BTF_300x250_28200696_1W,537359731,USD,397,187,0.062856,0.336128,47.103274
100927_28200696_Mobile (www.pinoyrecipe.net),537185954,100927_BTF_300x250_28200696_2M,537465844,USD,308,31,0.008840,0.285161,10.064935
101260_28200696_Web (www.buhoviral.com),537217881,101260_BTF_300x250_28200696_1W,538103133,USD,1,0,0.000000,0.000000,0.000000
100056_28200696_Web (getcreativejuice.com),537075535,100056_BTF_300x250_28200696_2w (getcreativejuice.com),537096162,USD,36,2,0.000900,0.450000,5.555555
101529_28200696_Web (www.preparetoserve.com),537264274,101529_BTF_728x90_28200696_1W,538431076,USD,1,0,0.000000,0.000000,0.000000
101926_28200696_Web (www.thetouringcamper.com),537319960,101926_BTF_300x250_28200696_2W,538785959,USD,299,133,0.078456,0.589894,44.481605
101044_28200696_Web (www.jennasuedesign.com/blog),537191455,101044_ATF_160x600_28200696_1W,537852064,USD,84,22,0.010892,0.495090,26.190476
101128_28200696_Web (www.WellTraveledWife.com),537197459,101128_BTF_300x250_28200696_1W,537994824,USD,26,18,0.009508,0.528222,69.230769
101893_28200696_Mobile (www.fleamarketinsiders.com),537313625,101893_MBL_300x250_28200696_1M,538751084,USD,167,21,0.010062,0.479142,12.574850
101338_28200696_Web (www.gametyrant.com),537234402,101338_ATF_300x250_28200696_1W,538213947,USD,340,105,0.072128,0.686933,30.882352
100720_28200696_Web (www.layersofhappiness.com),537175125,100720_BTF_300x250_28200696_1W,537303887,USD,107,45,0.020622,0.458266,42.056074
100020_28200696_Web (ALittleClairification.com),536873024,100020_BTF_300x250_28200696_3W,537590193,USD,53,13,0.005200,0.400000,24.528301
100888_28200696_Mobile (www.thebensonstreet.com),537184721,100888_MBL_300x250_28200696_1M,537638804,USD,292,118,0.062413,0.528923,40.410958
100687_28200696_Web (www.kidsstuffworld.com),537171625,100687_BTF_300x250_28200696_4W,537291418,USD,38,15,0.006423,0.428200,39.473684
100991_28200696_Mobile (www.Housekaboodle.com),537188674,100991_ATF_300x250_28200696_1M,537617871,USD,206,55,0.024827,0.451400,26.699029
101484_28200696_Web (www.veryveganrecipes.com),537259098,101484_BTF_300x250_28200696_1WADS,538383230,USD,2,0,0.000000,0.000000,0.000000
100791_28200696_Mobile (www.thriftytstreasures.com),537180004,100791_BTF_300x250_28200696_1M,537328730,USD,190,31,0.013801,0.445193,16.315789
101084_28200696_Web (www.cultofmoney.com),537193461,101084_ATF_728x90_28200696_1W,537971584,USD,10,7,0.004630,0.661428,70.000000
100791_28200696_Web (www.thriftytstreasures.com),537180003,100791_BTF_300x250_28200696_1W,537328729,USD,11,3,0.001460,0.486666,27.272727
100251_28200696_Web (www.mynewestaddiction.com),537119687,100251_BTF_300x250_28200696_2W,537182573,USD,20,5,0.002899,0.579800,25.000000
100141_28200696_Web (www.gourmandeinthekitchen.com),537096059,100141_BTF_300x250_28200696_2W,537130281,USD,71,9,0.004057,0.450777,12.676056
100519_28200696_Mobile (www.allthingsgd.com),537148543,100519_BTF_300x250_28200696_2M,537243824,USD,105,37,0.027683,0.748189,35.238095
100658_28200696_Web (www.shrinkingkitchen.com),537164493,100658_ATF_728x90_28200696_1W,537279614,USD,12,7,0.003736,0.533714,58.333333
101637_28200696_Web (www.spring.org.uk),537280930,101637_BTF_300x250_28200696_3W,538547592,USD,"1,309",200,0.083725,0.418625,15.278838
101862_28200696_Mobile (www.shakeuplearning.com),537309022,101862_MBL_300x250_28200696_1M,538714037,USD,74,15,0.008544,0.569600,20.270270
101910_28200696_Web (www.varsityviews.com),537316119,101910_ATF_728x90_28200696_1W,538763635,USD,10,0,0.000000,0.000000,0.000000
